Strategy,Sharpe Ratio,Sortino Ratio,Max Drawdown,Annual Return,Annual Volatility
Equal_wtd_year_2020.csv,0.6702027598913056,0.6866160386128672,-0.35122336898393447,0.18681532200519135,0.2489027679209284
Equal_wtd_year_2021.csv,2.00951249547667,2.673408627252664,-0.0839565901478633,0.2953263103039352,0.1370114945409314
Equal_wtd_year_2022.csv,-0.18005789680780826,-0.2248876981434745,-0.17784706130343195,-0.01037283460905658,0.16868371311410016
Equal_wtd_year_2023.csv,3.274180764818255,4.268925047222944,-0.06173904510768225,0.3042355751337009,0.08681120425233407
GOPALS_Strategy1_n_3_year_2020_pct_0.9.csv,0.8944743216238492,1.0858217697891654,-0.2768677380823836,0.20404528499125307,0.20575804194930164
GOPALS_Strategy1_n_3_year_2020_pct_0.95.csv,1.0005401053252976,1.0835056525579068,-0.2823527416358615,0.22604016449053055,0.20592894117277025
GOPALS_Strategy1_n_3_year_2021_pct_0.9.csv,1.7451413240613634,2.8263880528395853,-0.061410047904931875,0.21556375934236027,0.11206184659431272
GOPALS_Strategy1_n_3_year_2021_pct_0.95.csv,1.6008856734454455,2.605309069694151,-0.06227994951691258,0.19112322676344906,0.10689284662980061
GOPALS_Strategy1_n_3_year_2022_pct_0.9.csv,-0.834704576851988,-1.16606062691561,-0.20991265757759284,-0.12171145903789504,0.16977438840978548
GOPALS_Strategy1_n_3_year_2022_pct_0.95.csv,-0.2866178422696068,-0.4213416782679957,-0.15403230808521665,-0.02236432299406299,0.14780769633389756
GOPALS_Strategy1_n_3_year_2023_pct_0.9.csv,2.4361994827672597,4.215894487398129,-0.07472789897821494,0.25566959226282937,0.09673657429527657
GOPALS_Strategy1_n_3_year_2023_pct_0.95.csv,2.254154372104751,3.6166248221973674,-0.07715694551873012,0.21876818212311888,0.08817860239870125
GOPALS_Strategy1_n_5_year_2020_pct_0.95.csv,0.9774057377993663,1.0510549966237803,-0.28531959037546883,0.21877739123939155,0.203372441507188
GOPALS_Strategy1_n_5_year_2021_pct_0.95.csv,2.152874433464153,3.3515580121495674,-0.057408037742550655,0.25140008459619256,0.10748424571323033
GOPALS_Strategy1_n_5_year_2022_pct_0.95.csv,-0.6725415741688039,-1.0696559001602168,-0.17831580716752676,-0.0785929292789238,0.1465975235817579
GOPALS_Strategy1_n_5_year_2023_pct_0.95.csv,2.680102265246912,4.181893083710403,-0.07283170904041016,0.2470153813436604,0.08470399965232146
GOPALS_Strategy2.1_n_3_year_2020_pct_0.95.csv,1.0176691752446108,1.1108960325012867,-0.2994079857476946,0.22353517617272,0.20000131783867536
GOPALS_Strategy2.1_n_3_year_2021_pct_0.95.csv,2.04726067869148,3.4953466276298006,-0.0585777218775372,0.2390362060734048,0.10698989549948434
GOPALS_Strategy2.1_n_3_year_2022_pct_0.95.csv,-0.6493422992867061,-0.9638337158332395,-0.16587494988862753,-0.08494620408834186,0.16161923257367322
GOPALS_Strategy2.1_n_3_year_2023_pct_0.95.csv,3.9169089422566588,5.132936044516874,-0.06839043696743186,0.4459887744437052,0.10875636393994884
GOPALS_Strategy2.2_n_3_year_2020_pct_0.95.csv,1.0176691752446108,1.1108960325012867,-0.2994079857476946,0.22353517617272,0.20000131783867536
GOPALS_Strategy2.2_n_3_year_2021_pct_0.95.csv,2.3018672211771967,4.157031279650102,-0.05392876192912416,0.2519803179724489,0.10077919170933412
GOPALS_Strategy2.2_n_3_year_2022_pct_0.95.csv,-0.6493422992867061,-0.9638337158332395,-0.16587494988862753,-0.08494620408834186,0.16161923257367322
GOPALS_Strategy2.2_n_3_year_2023_pct_0.95.csv,3.607319263655806,5.499064026072756,-0.06937156598435959,0.3849394113632121,0.10116637444321117
GOPALS_Strategy2.3_n_3_year_2020_pct_0.95.csv,1.069925159059493,1.1512406635192065,-0.30593166132729416,0.28212783864351043,0.24499642467883573
GOPALS_Strategy2.3_n_3_year_2021_pct_0.95.csv,2.219454724696834,3.133416742993146,-0.07407626257917647,0.3208001956343376,0.13552887215368872
GOPALS_Strategy2.3_n_3_year_2022_pct_0.95.csv,-0.9268337284561559,-1.3528018302032543,-0.23366996931996167,-0.15731490907750767,0.19131253388120045
GOPALS_Strategy2.3_n_3_year_2023_pct_0.95.csv,3.967521472258148,5.97386098522081,-0.058765995907452476,0.4153599626655411,0.09964910471940525
GOPALS_Strategy2_n_3_year_2020_pct_0.9.csv,0.8944743216238492,1.0858217697891654,-0.2768677380823836,0.20404528499125307,0.20575804194930164
GOPALS_Strategy2_n_3_year_2020_pct_0.95.csv,1.0005401053252976,1.0835056525579068,-0.2823527416358615,0.22604016449053055,0.20592894117277025
GOPALS_Strategy2_n_3_year_2021_pct_0.9.csv,2.368444985141248,3.7796016740965865,-0.056958755490980666,0.25927082448548266,0.10102443839167884
GOPALS_Strategy2_n_3_year_2021_pct_0.95.csv,2.04726067869148,3.4953466276298006,-0.0585777218775372,0.2390362060734048,0.10698989549948434
GOPALS_Strategy2_n_3_year_2022_pct_0.9.csv,-0.8189275048526411,-1.3835637845159683,-0.18159044738674024,-0.13217653321346334,0.18582418139789575
GOPALS_Strategy2_n_3_year_2022_pct_0.95.csv,-0.8940213866073898,-1.5316355498496972,-0.19666357135686618,-0.1332256104325058,0.17138920022256127
GOPALS_Strategy2_n_3_year_2023_pct_0.9.csv,3.991705149248587,5.94864116875583,-0.058910718728786365,0.3978709882178453,0.09466405310246351
GOPALS_Strategy2_n_3_year_2023_pct_0.95.csv,3.934094688749093,6.027415100718897,-0.05998186704483466,0.41063461686225966,0.09929466567731954
GOPALS_Strategy2_n_5_year_2020_pct_0.95.csv,0.9774057377993663,1.0510549966237803,-0.28531959037546883,0.21877739123939155,0.203372441507188
GOPALS_Strategy2_n_5_year_2021_pct_0.95.csv,1.879462107866806,3.0148003719797587,-0.05765637343091659,0.22024912235099436,0.1065459747833265
GOPALS_Strategy2_n_5_year_2022_pct_0.95.csv,-0.8019509733147042,-1.3359236881485854,-0.1878852726115112,-0.10324608511666522,0.15368281755086866
GOPALS_Strategy2_n_5_year_2023_pct_0.95.csv,3.6249909669541784,5.6199037801122715,-0.06465716825465191,0.3610268476859222,0.09407660620254255
mkt_benchmark_year_2020_BSESN.csv,0.3965978256665539,0.41215967803070885,-0.38070054496561895,0.1471338385980483,0.3205611084336558
mkt_benchmark_year_2020_CRSLDX.csv,0.4535279244642942,0.4409091929213849,-0.383023509124485,0.15413826517457863,0.29576627576575876
mkt_benchmark_year_2020_NSEI.csv,0.37719379489307503,0.3891477096790342,-0.3843985230360196,0.1383750602984266,0.3138308792486445
mkt_benchmark_year_2020_NSEMDCP50.csv,0.6202796787143919,0.613953318482861,-0.4233468827924513,0.22429994276927467,0.3293674608085052
mkt_benchmark_year_2021_BSESN.csv,1.1927596544397039,1.6940710703830504,-0.09622798099446427,0.20916749408006163,0.1585964895575904
mkt_benchmark_year_2021_CRSLDX.csv,1.7341456419574257,2.3034287290361113,-0.09980078547003292,0.28262549374806345,0.15144373540138392
mkt_benchmark_year_2021_NSEI.csv,1.327106669559711,1.8610123887046237,-0.10081974600521917,0.22791862006507113,0.1566706164878604
mkt_benchmark_year_2021_NSEMDCP50.csv,1.6525618611196737,2.136036379509003,-0.1244190207436235,0.38192638571699256,0.2190092814267017
mkt_benchmark_year_2022_BSESN.csv,0.045972012662688945,0.06688459231126805,-0.1622682291375302,0.028006585744292378,0.17416217564889327
mkt_benchmark_year_2022_CRSLDX.csv,-0.022573246660180523,-0.030434095892083193,-0.17935839861332536,0.01606416448881154,0.17435841509371014
mkt_benchmark_year_2022_NSEI.csv,0.04178237863734409,0.06012477355114187,-0.16465933974253494,0.02721038475680304,0.1725699922301353
mkt_benchmark_year_2022_NSEMDCP50.csv,0.03201889714370598,0.04086300185630194,-0.20993389146333685,0.02668260297268432,0.20870809330789
mkt_benchmark_year_2023_BSESN.csv,1.6279446254289234,2.702439552132215,-0.06914179075636286,0.18101801484411384,0.09890877879319118
mkt_benchmark_year_2023_CRSLDX.csv,2.392653916344494,3.3744383854769437,-0.08651608998279295,0.2515838603028633,0.09678953513539393
mkt_benchmark_year_2023_NSEI.csv,1.7765674738093822,2.923998086079956,-0.07061546332642432,0.19420038098389458,0.09805446939224191
mkt_benchmark_year_2023_NSEMDCP50.csv,3.8178335250965545,4.6609307094083565,-0.07101104327124176,0.4900530072254663,0.12312035193142122
MVO_new_year_2020.csv,1.1274487285381938,1.5063190824420793,-0.26553554704940624,0.25090188324032625,0.2048003402688694
MVO_new_year_2021.csv,1.801815401038939,2.7567709065230397,-0.04540593418481141,0.196880033840789,0.09816767785356857
MVO_new_year_2022.csv,0.3237243880776413,0.3907811226942389,-0.15895863264239452,0.07871693647659184,0.18137940371211483
MVO_new_year_2023.csv,3.3212051809494776,5.491568913471442,-0.05408810821017227,0.30186923405313415,0.08486956351566102
MVO_year_2020.csv,0.9859682422227173,1.098850492766765,-0.27550530301271237,0.213557903031538,0.19631251265780203
MVO_year_2021.csv,2.410198720184702,3.9941369348196423,-0.07431868627184371,0.3585830495289377,0.1404793084874723
MVO_year_2022.csv,-0.5172424544496289,-0.7330642926696043,-0.17081686445432695,-0.054533233602236386,0.14409728544332923
MVO_year_2023.csv,3.5478916675180066,4.021388728575775,-0.08582603272781994,0.45021982391052995,0.12126069909330073
